len,bits,seconds
204,1,6.808614730834961e-05
204,2,7.823705673217773e-05
204,3,6.688475608825684e-05
204,4,6.414794921875e-05
204,5,6.86488151550293e-05
204,6,8.493423461914063e-05
204,7,8.931207656860351e-05
204,8,7.267475128173828e-05
204,9,6.870794296264649e-05
204,10,7.095813751220703e-05
204,11,7.060003280639648e-05
204,12,7.036614418029785e-05
204,13,7.512688636779786e-05
204,14,7.08017349243164e-05
204,15,7.227396965026856e-05
204,16,7.409191131591797e-05
204,17,7.843995094299316e-05
204,18,7.913088798522949e-05
204,19,8.306622505187988e-05
204,20,8.14838409423828e-05
204,21,8.321118354797363e-05
204,22,8.261990547180176e-05
204,23,8.158302307128907e-05
204,24,8.23519229888916e-05
204,25,8.216190338134766e-05
204,26,8.060622215270996e-05
204,27,8.065605163574219e-05
204,28,8.1787109375e-05
204,29,8.263087272644043e-05
204,30,8.155393600463867e-05
204,31,9.346508979797364e-05
204,32,9.616804122924805e-05
204,33,0.00010250496864318848
204,34,9.926795959472657e-05
204,35,0.00010181617736816406
204,36,9.86621379852295e-05
204,37,9.902715682983399e-05
204,38,0.00010033893585205078
204,39,9.854912757873536e-05
204,40,0.00010196995735168457
204,41,9.939289093017578e-05
204,42,9.922623634338379e-05
204,43,0.0001114051342010498
204,44,0.00010373497009277344
204,45,0.00011638092994689941
204,46,0.0001092369556427002
204,47,0.00010346579551696777
204,48,0.00010715699195861817
204,49,0.00010578799247741699
204,50,0.0001031181812286377
204,51,0.00010087394714355469
204,52,0.00011378908157348633
204,53,0.0001053330898284912
204,54,0.00011115694046020508
204,55,0.0001005401611328125
204,56,9.925222396850586e-05
204,57,0.0001017618179321289
204,58,9.910011291503906e-05
204,59,0.00010258007049560547
204,60,0.00010261607170104981
204,61,0.00011890172958374023
204,62,0.0001128702163696289
204,63,0.00011036491394042969
204,64,0.00011827993392944335
204,65,0.00011435103416442871
204,66,0.00010989999771118164
204,67,0.00011038684844970703
204,68,0.0001128089427947998
204,69,0.00011300992965698242
204,70,0.00010835576057434081
204,71,0.00010960531234741211
204,72,0.00010963821411132812
204,73,0.00010914683341979981
204,74,0.00010912299156188965
204,75,0.00011709809303283691
204,76,0.00011441206932067872
204,77,0.0001130220890045166
204,78,0.00011283516883850097
204,79,0.00011024618148803711
204,80,0.00011157870292663574
204,81,0.00010979700088500976
204,82,0.00011649489402770996
204,83,0.00010917472839355468
204,84,0.00010978293418884278
204,85,0.0001091458797454834
204,86,0.00010999178886413574
204,87,0.00010996794700622558
204,88,0.0001097548007965088
204,89,0.00011059689521789551
204,90,0.00011112689971923829
204,91,0.00011972308158874511
204,92,0.00012174701690673828
204,93,0.00012045383453369141
204,94,0.00011794114112854004
204,95,0.00011892914772033691
204,96,0.00011787295341491699
204,97,0.0001194770336151123
204,98,0.00012043476104736328
204,99,0.00011981678009033203
204,100,0.0001184089183807373
204,101,0.00011867284774780273
204,102,0.00011928606033325195
204,103,0.00012814497947692872
204,104,0.00011977982521057128
204,105,0.00011904978752136231
204,106,0.00012703895568847657
204,107,0.00013376307487487793
204,108,0.00012342000007629393
204,109,0.0001211690902709961
204,110,0.00012225604057312012
204,111,0.00012333631515502928
204,112,0.0001250729560852051
204,113,0.00014484095573425292
204,114,0.00012238430976867676
204,115,0.00012309098243713378
204,116,0.00012004375457763672
204,117,0.00011961507797241211
204,118,0.00012251210212707518
204,119,0.0001320631504058838
204,120,0.00013630080223083496
204,121,0.00014214611053466796
204,122,0.00012816095352172853
204,123,0.0001364140510559082
204,124,0.00015045881271362306
204,125,0.00015984606742858886
204,126,0.00014071393013000488
204,127,0.00012899303436279296
204,128,0.0001294891834259033
204,129,0.00013034701347351075
204,130,0.00013135004043579102
204,131,0.00012789821624755858
204,132,0.00014460396766662598
204,133,0.00013843607902526856
204,134,0.00012880802154541015
204,135,0.00013154101371765136
204,136,0.00013367605209350586
204,137,0.00013277196884155273
204,138,0.00012931299209594728
204,139,0.00012806820869445802
204,140,0.0001304199695587158
204,141,0.00013162517547607422
204,142,0.00013073301315307616
204,143,0.00013027024269104005
204,144,0.00012936902046203615
204,145,0.00013213062286376954
204,146,0.00013007807731628418
204,147,0.00013086509704589845
204,148,0.0001291801929473877
204,149,0.00013109874725341798
204,150,0.00013740396499633788
204,151,0.00015148496627807618
204,152,0.00014596009254455567
204,153,0.00013904905319213869
204,154,0.00014167213439941406
204,155,0.00014096999168395995
204,156,0.00014118766784667968
204,157,0.00014113378524780273
204,158,0.00014132404327392577
204,159,0.00014197707176208496
204,160,0.000141279935836792
204,161,0.00013997983932495118
204,162,0.00016303491592407226
204,163,0.00014423489570617677
204,164,0.00014048886299133302
204,165,0.0001404600143432617
204,166,0.00014172577857971192
204,167,0.00014520621299743652
204,168,0.00014096999168395995
204,169,0.00013962125778198243
204,170,0.00014567399024963378
204,171,0.00014106392860412597
204,172,0.00013992714881896974
204,173,0.00014125680923461915
204,174,0.00014115786552429198
204,175,0.00014124703407287597
204,176,0.00014177465438842772
204,177,0.00014224791526794433
204,178,0.00013913607597351073
204,179,0.00014199399948120118
204,180,0.00015722107887268066
204,181,0.0001761021614074707
204,182,0.00015655803680419923
204,183,0.00019232916831970215
204,184,0.00015886092185974122
204,185,0.00015318918228149415
204,186,0.0001523587703704834
204,187,0.00015072107315063476
204,188,0.00015102291107177735
204,189,0.00015172505378723144
204,190,0.00015133404731750488
204,191,0.0001527590751647949
204,192,0.0001514401435852051
204,193,0.00015557312965393065
204,194,0.00014995193481445312
204,195,0.0001512608528137207
204,196,0.00015388798713684081
204,197,0.0001524970531463623
204,198,0.00015110492706298827
204,199,0.0001865060329437256
204,200,0.000161484956741333
204,201,0.00016384005546569825
204,202,0.0002548422813415527
204,203,0.00016921234130859374
204,204,0.00016965889930725098
204,205,0.00021204710006713867
204,206,0.00016051816940307616
204,207,0.0001594998836517334
204,208,0.00016160893440246582
204,209,0.00015962815284729004
204,210,0.00015628695487976074
204,211,0.00017170429229736327
204,212,0.00020528316497802734
204,213,0.0001724090576171875
204,214,0.00017125391960144044
204,215,0.00021043205261230468
204,216,0.00016382265090942382
204,217,0.00016983604431152345
204,218,0.00016522598266601563
204,219,0.00016368508338928222
204,220,0.00016365885734558104
204,221,0.00016289782524108888
204,222,0.00016883301734924315
204,223,0.00016286301612854003
204,224,0.00021472287178039552
204,225,0.00017377901077270507
204,226,0.00017809891700744628
204,227,0.00017567896842956543
204,228,0.00016962003707885742
204,229,0.00016598892211914062
204,230,0.0001734929084777832
204,231,0.0001737399101257324
204,232,0.00016519904136657714
204,233,0.00016681003570556642
204,234,0.00017809104919433593
204,235,0.00025057625770568846
204,236,0.00020499897003173828
204,237,0.00020662403106689453
204,238,0.00019205188751220703
204,239,0.00017572903633117677
204,240,0.0001758418083190918
204,241,0.0002455732822418213
204,242,0.00017468476295471192
204,243,0.0001792287826538086
204,244,0.0001864781379699707
204,245,0.00017583084106445314
204,246,0.00017503809928894043
204,247,0.00017873096466064454
204,248,0.0001738560199737549
204,249,0.00017298412322998047
204,250,0.00017513132095336913
204,251,0.0001754589080810547
204,252,0.00017801690101623536
204,253,0.00020115089416503906
204,254,0.00019282984733581544
204,255,0.0001937899589538574
204,256,0.00018421101570129393
204,257,0.00019691610336303712
204,258,0.00018489599227905273
204,259,0.0001836717128753662
204,260,0.0001791369915008545
204,261,0.00018110108375549315
204,262,0.00018570709228515626
204,263,0.00019444084167480468
204,264,0.00017654514312744142
204,265,0.00017439913749694823
204,266,0.0001754932403564453
204,267,0.00018193817138671876
204,268,0.0001998169422149658
204,269,0.00018853926658630372
204,270,0.00018865203857421875
204,271,0.00019717693328857421
204,272,0.0002219970226287842
204,273,0.0001917548179626465
204,274,0.00018884801864624024
204,275,0.00019168376922607422
204,276,0.00022368693351745606
204,277,0.00020447373390197754
204,278,0.0002710409164428711
204,279,0.00022151923179626466
204,280,0.00020517611503601075
204,281,0.00025319814682006836
204,282,0.00024041390419006348
204,283,0.00019262385368347168
204,284,0.00019574785232543944
204,285,0.0002095639705657959
204,286,0.00018969082832336425
204,287,0.000220034122467041
204,288,0.00019145584106445313
204,289,0.00020104384422302247
204,290,0.0001903367042541504
204,291,0.00019652080535888673
204,292,0.00022754812240600585
204,293,0.00021314311027526855
204,294,0.00020373201370239258
204,295,0.00021939301490783692
204,296,0.00019331479072570801
204,297,0.00019185471534729004
204,298,0.00019165897369384765
204,299,0.0001920948028564453
204,300,0.00019241809844970702
204,301,0.00020500302314758301
204,302,0.00020977210998535155
204,303,0.00021120786666870117
204,304,0.00020703721046447753
204,305,0.0002086479663848877
204,306,0.00021020984649658202
204,307,0.00020646190643310548
204,308,0.00020264172554016114
204,309,0.00020455074310302734
204,310,0.00020306801795959474
204,311,0.0002031679153442383
204,312,0.00020668816566467285
204,313,0.0002031269073486328
204,314,0.00020462799072265626
204,315,0.00020311808586120605
204,316,0.0002049248218536377
204,317,0.00020506906509399413
204,318,0.0002043159008026123
204,319,0.00022516202926635743
204,320,0.00020329022407531737
204,321,0.0002049102783203125
204,322,0.0002063159942626953
204,323,0.00020735573768615722
204,324,0.00020416116714477538
204,325,0.0002042851448059082
204,326,0.00020569610595703124
204,327,0.00020365214347839355
204,328,0.00020318222045898437
204,329,0.00021061015129089357
204,330,0.00021032977104187012
204,331,0.00021978306770324707
204,332,0.00022020411491394042
204,333,0.0002227158546447754
204,334,0.0002215301990509033
204,335,0.00022030186653137208
204,336,0.00021848917007446288
204,337,0.00021904420852661134
204,338,0.00022688102722167967
204,339,0.0002670009136199951
204,340,0.00022198081016540526
204,341,0.00022627711296081544
204,342,0.0002277519702911377
204,343,0.00023556208610534668
204,344,0.00022554802894592286
204,345,0.00021996521949768066
204,346,0.00021879982948303222
204,347,0.0002193610668182373
204,348,0.00022192001342773436
204,349,0.00021973609924316406
204,350,0.00021848130226135253
204,351,0.00021857690811157227
204,352,0.00021908903121948243
204,353,0.00021992301940917968
204,354,0.00022007274627685547
204,355,0.0002224299907684326
204,356,0.00021799206733703614
204,357,0.00022012686729431152
204,358,0.0002185678482055664
204,359,0.00021884894371032714
204,360,0.00022065305709838867
204,361,0.00023180317878723146
204,362,0.00023560786247253418
204,363,0.00023549723625183104
204,364,0.00023465800285339355
204,365,0.00023308992385864257
204,366,0.0002333791255950928
204,367,0.00023438096046447755
204,368,0.00023246479034423829
204,369,0.00024120712280273438
204,370,0.0002377443313598633
204,371,0.00023221516609191894
204,372,0.0002325010299682617
204,373,0.0002321479320526123
204,374,0.00023222088813781738
204,375,0.00023310613632202148
204,376,0.00024242496490478515
204,377,0.00023599696159362792
204,378,0.0002844541072845459
204,379,0.0002689669132232666
204,380,0.00023384690284729005
204,381,0.0002337491512298584
204,382,0.00023432111740112304
204,383,0.00023380494117736816
204,384,0.0002364809513092041
204,385,0.0002469930648803711
204,386,0.00023970985412597658
204,387,0.0002441537380218506
204,388,0.0002397632598876953
204,389,0.00024051308631896972
204,390,0.00023843717575073242
204,391,0.0002585499286651611
204,392,0.00025881528854370116
204,393,0.00026796603202819825
204,394,0.0002553770542144775
204,395,0.0002675189971923828
204,396,0.0002499117851257324
204,397,0.0002516539096832275
204,398,0.0002511768341064453
204,399,0.0002562718391418457
204,400,0.0002491891384124756
204,401,0.00025194907188415527
204,402,0.00024860191345214843
204,403,0.0002524981498718262
204,404,0.00024861502647399904
204,405,0.0002515456676483154
204,406,0.00025496816635131836
204,407,0.0002577080726623535
204,408,0.0002502129077911377
204,409,0.00025188207626342774
204,410,0.0002489368915557861
204,411,0.000254260778427124
204,412,0.00025217103958129883
204,413,0.00026154327392578124
204,414,0.0002501523494720459
204,415,0.000254209041595459
204,416,0.0002498941421508789
204,417,0.00025256705284118654
204,418,0.0002491772174835205
204,419,0.00025426101684570315
204,420,0.0002527432441711426
204,421,0.00026828789710998534
204,422,0.0002682039737701416
204,423,0.0002691090106964111
204,424,0.0002675418853759766
204,425,0.0002670371532440186
204,426,0.00032183289527893067
204,427,0.00033197808265686033
204,428,0.00031495976448059083
204,429,0.0002968130111694336
204,430,0.0002663328647613525
204,431,0.000270139217376709
204,432,0.00030711698532104493
204,433,0.00027263903617858886
204,434,0.0002652561664581299
204,435,0.0002661950588226318
204,436,0.0002666208744049072
204,437,0.0002673549652099609
204,438,0.00027077388763427736
204,439,0.0002669057846069336
204,440,0.0003394918441772461
204,441,0.00033606505393981933
204,442,0.0003091471195220947
204,443,0.00029377627372741697
204,444,0.0003378329277038574
204,445,0.0003191771507263184
204,446,0.0003248310089111328
204,447,0.00039115095138549805
204,448,0.0003093841075897217
204,449,0.00040781307220458983
204,450,0.0003725018501281738
204,451,0.0003028342723846436
204,452,0.0002920513153076172
204,453,0.00028867197036743165
204,454,0.0002915060520172119
204,455,0.00028829503059387204
204,456,0.000304431676864624
204,457,0.00036965394020080567
204,458,0.00035166215896606447
204,459,0.0003135061264038086
204,460,0.00043688678741455076
204,461,0.00041323494911193846
204,462,0.0003409237861633301
204,463,0.00036108684539794923
204,464,0.0003054802417755127
204,465,0.000317072868347168
204,466,0.00031597375869750976
204,467,0.00031094002723693845
204,468,0.0002939169406890869
204,469,0.00029460787773132323
204,470,0.0003518660068511963
204,471,0.0003243429660797119
204,472,0.00029377007484436037
204,473,0.00033817720413208005
204,474,0.0002874269485473633
204,475,0.0002905349731445313
204,476,0.0002992551326751709
204,477,0.0003603620529174805
204,478,0.00042817211151123047
204,479,0.0003181791305541992
204,480,0.00030162715911865234
204,481,0.00032238316535949707
204,482,0.00030522918701171873
204,483,0.0004027099609375
204,484,0.00035160183906555174
204,485,0.0003458640575408936
204,486,0.0003831019401550293
204,487,0.0003108110427856445
204,488,0.0003454699516296387
204,489,0.0003241770267486572
204,490,0.00030209612846374514
204,491,0.0003221900463104248
204,492,0.00033333683013916015
204,493,0.0003088719844818115
204,494,0.0003081831932067871
204,495,0.0003054189682006836
204,496,0.00031750011444091797
204,497,0.00033384108543395996
204,498,0.0003230288028717041
204,499,0.00030945491790771487
204,500,0.0003068881034851074
204,501,0.0003394169807434082
204,502,0.00046596384048461914
204,503,0.0003376331329345703
204,504,0.0003993940353393555
204,505,0.0003165092468261719
204,506,0.00030306410789489747
204,507,0.0003126051425933838
204,508,0.00031227803230285644
204,509,0.0003038783073425293
204,510,0.00031307578086853027
204,511,0.0003248181343078613
204,512,0.0003271188735961914
